60746,306,9,7,258,8,6
33904,292,9,8,125,6,1
66493,339,9,9,218,7,4
60781,111,7,2,78,4,2
67417,98,6,4,91,6,4
63121,49,4,2,33,3,0
67046,106,7,4,101,7,3
67057,109,6,4,108,6,4
67035,32,4,1,21,3,0
67584,196,8,7,192,8,7
69531,12,2,0,12,2,0
700139,157,6,4,125,6,3
701424,12,2,1,7,2,0
701482,6,1,0,6,1,0
702190,34,3,0,29,3,0
702814,37,3,1,31,3,1
702815,31,2,2,30,2,2
